YEAR;Team;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Rk;Age;W%;L%;PW;PL;MOV;SOS;ORtg;DRtg;Pace;FTr;3PAr;TS%;OFeFG%;OfTOV%;ORB%;Of FT/FGA;DEFeFG%;DefTOV%;DRB%;Def FT/FGA;Arena;Attend.;Champion
07-08;San Antonio Spurs*;82;240.6;35.8;78.3;45.7;7.2;19.6;36.9;28.6;58.7;48.7;16.5;21.6;76.1;9.4;31.9;41.3;21.0;6.4;4.1;12.6;18.7;95.4;7;31.4;0.682926829;0.317073171;0.670731707;0.329268293;4.79;0.31;107.2;101.8;88.8;276;251;54.3;50.4;12.6;23.4;210;47.7;12.8;77.1;201;AT&T Center;761.149;0
89-90;San Antonio Spurs*;82;240.6;41.3;85.3;48.4;0.7;2.8;23.9;40.7;82.6;49.2;23.0;30.9;74.5;14.2;30.2;44.4;24.8;9.7;6.8;17.1;22.6;106.3;8;26.4;0.682926829;0.317073171;0.609756098;0.390243902;3.49;0.09;107.7;104.2;98.5;362;32;53.7;48.8;14.7;34.2;270;47.7;15.0;68.7;235;HemisFair Arena;586.787;0
97-98;San Antonio Spurs*;82;241.8;35.3;75.5;46.8;3.7;10.5;35;31.7;64.9;48.8;18.2;26.4;68.8;12.0;32.2;44.2;22.4;6.3;6.9;16.1;21.1;92.5;8;28.7;0.682926829;0.317073171;0.646341463;0.353658537;3.99;-0.69;103.8;99.4;88.4;350;139;53.1;49.3;15.6;30.6;241;43.7;12.2;72.2;218;Alamodome;783.455;0
14-15;San Antonio Spurs*;82;243.4;39.1;83.6;46.8;8.3;22.5;36.7;30.9;61.1;50.5;16.7;21.4;78;9.8;33.8;43.6;24.4;8.0;5.4;14.0;19.1;103.2;3;29.8;0.670731707;0.329268293;0.707317073;0.292682927;6.20;0.14;108.5;102.0;93.8;256;269;55.5;51.7;13.1;23.4;200;48.4;13.3;77.3;190;AT&T Center;762.855;0
90-91;San Antonio Spurs*;82;241.8;41.6;85.2;48.8;1.0;3.6;27.3;40.6;81.6;49.7;23.0;30.0;76.6;13.8;32.4;46.2;26.1;8.2;7.0;17.6;23.1;107.1;6;26.0;0.670731707;0.329268293;0.646341463;0.353658537;4.51;-0.21;107.8;103.3;98.6;352;43;54.4;49.4;15.2;33.3;269;46.3;13.2;70.3;228;HemisFair Arena;651.965;0
93-94;San Antonio Spurs*;82;241.2;38.8;81.6;47.5;3.0;8.7;34.9;35.7;72.9;49;19.5;26.2;74.2;14.5;31.7;46.2;23.1;6.8;5.5;14.6;20.3;100.0;3;29.0;0.670731707;0.329268293;0.682926829;0.317073171;5.26;-0.21;110.4;104.6;90.1;322;107;53.7;49.4;13.6;35.6;239;46.7;11.7;70.5;196;Alamodome;904.19;0
08-09;San Antonio Spurs*;82;242.7;37.1;79.7;46.6;7.6;19.8;38.6;29.5;59.9;49.2;15.2;20.0;76.1;8.9;32.2;41.0;21.2;5.8;4.0;11.7;18.9;97.0;7;30.4;0.658536585;0.341463415;0.634146341;0.365853659;3.76;-0.40;108.5;104.3;88.4;251;248;54.8;51.3;11.7;22.1;191;48.7;11.7;78.0;191;AT&T Center;749.048;0
82-83;San Antonio Spurs*;82;241.2;45.1;89.5;50.4;1.1;3.8;30.5;43.9;85.8;51.2;23.0;30.1;76.5;15.0;31.7;46.7;27.6;8.2;5.7;18.3;25.5;114.3;6;27.2;0.646341463;0.353658537;0.609756098;0.390243902;3.66;-0.56;110.1;106.6;103.3;336;42;55.6;51;15.1;35.3;257;48.9;14.4;69.1;228;HemisFair Arena;379.876;0
99-00;San Antonio Spurs*;82;242.1;36.0;78.0;46.2;4.0;10.8;37.4;32.0;67.2;47.6;20.1;27.0;74.6;11.3;32.5;43.8;22.2;7.5;6.7;15.0;20.9;96.2;3;30.9;0.646341463;0.353658537;0.707317073;0.292682927;5.94;-0.02;105.0;98.6;90.8;346;138;53.5;48.8;14.3;27.8;258;45.1;13.5;73.0;188;Alamodome;884.45;0
80-81;San Antonio Spurs*;82;241.5;43.5;88.7;49.1;0.2;1.0;17.6;43.4;87.7;49.5;25.0;32.5;76.9;15.9;31.5;47.4;25.0;8.4;7.8;18.7;25.8;112.3;6;26.7;0.634146341;0.365853659;0.585365854;0.414634146;2.88;-0.70;108.5;105.7;102.9;367;12;54.5;49.2;15.4;37.5;282;47.5;14.1;68.0;233;HemisFair Arena;440.553;0
09-10;San Antonio Spurs*;82;241.2;38.4;81.2;47.3;6.8;18.9;35.8;31.7;62.3;50.8;17.8;24.0;74;10.8;32.0;42.8;22.3;6.3;4.6;13.6;20.4;101.4;4;28.7;0.609756098;0.390243902;0.670731707;0.329268293;05.09;-0.02;110.0;104.5;91.7;296;232;55.2;51.5;12.9;26.8;219;48.3;12.1;76.3;214;AT&T Center;741.676;0
92-93;San Antonio Spurs*;82;242.1;40.4;82.5;49;2.9;8.4;34.1;37.5;74.0;50.7;21.9;28.6;76.5;11.2;31.0;42.2;24.5;7.1;6.3;15.0;22.5;105.5;8;27.5;0.597560976;0.402439024;0.585365854;0.414634146;2.67;-0.46;109.6;106.8;95.4;347;102;55.5;50.7;13.6;27.8;265;47.7;12.3;70.1;221;HemisFair Arena;658.337;0
18-19;San Antonio Spurs*;82;241.5;42.3;88.4;47.8;9.9;25.3;39.2;32.4;63.1;51.3;17.2;21.0;81.9;9.2;35.5;44.7;24.5;6.1;4.7;12.1;18.1;111.7;12;28.8;0.585365854;0.414634146;0.548780488;0.451219512;1.68;0.12;112.9;111.2;98.3;237;286;57.2;53.4;11.0;21.0;194;52.8;11.0;79.4;170;AT&T Center;750.616;0
81-82;San Antonio Spurs*;82;240.9;45.1;92.8;48.6;0.8;3.1;25.4;44.3;89.8;49.4;22.1;28.5;77.6;15.3;30.9;46.2;27.5;7.3;6.8;15.8;27.0;113.1;7;26.1;0.585365854;0.414634146;0.573170732;0.426829268;2.30;-0.52;109.9;107.6;102.5;307;33;53.7;49;13.0;34.0;238;48.7;13.7;68.8;256;HemisFair Arena;434.278;0
17-18;San Antonio Spurs*;82;240.6;39.0;85.4;45.7;8.5;24.1;35.2;30.6;61.2;49.9;16.1;20.9;77.2;10.4;33.9;44.2;22.8;7.7;5.6;13.1;17.2;102.7;8;29.3;0.573170732;0.426829268;0.597560976;0.402439024;2.89;0.00;107.9;104.8;95.0;245;282;54.3;50.7;12.2;23.7;189;50.7;13.2;78.6;170;AT&T Center;754.562;0
91-92;San Antonio Spurs*;82;241.2;41.2;86.5;47.6;1.4;4.9;29.2;39.7;81.5;48.7;20.1;27.4;73.6;15.0;31.1;46.1;24.5;8.9;7.4;16.0;21.9;104.0;9;27.3;0.573170732;0.426829268;0.609756098;0.390243902;3.32;-0.51;107.5;104.1;96.2;317;57;52.8;48.5;13.9;34.2;233;46.9;13.5;69.8;224;HemisFair Arena;658.337;0
79-80;San Antonio Spurs*;82;240.9;47.0;94.4;49.8;0.6;2.5;25.2;46.4;91.9;50.5;24.7;30.8;80.1;14.1;30.7;44.7;28.4;9.4;4.1;19.4;25.6;119.4;11;26.9;0.5;0.5;0.487804878;0.512195122;-0.38;0.13;108.6;109.0;109.5;327;27;55.3;50.2;15.2;31.8;262;50.6;14.4;66.8;216;HemisFair Arena;;0
84-85;San Antonio Spurs*;82;241.2;45.1;87.8;51.3;0.7;2.5;27.2;44.4;85.4;52;23.9;31.4;76.3;13.7;30.1;43.9;28.2;9.2;5.4;18.8;26.6;114.8;10;28.1;0.5;0.5;0.524390244;0.475609756;0.91;-0.29;109.9;109.0;103.9;357;28;56.5;51.7;15.6;33.2;272;50.1;15.0;68.5;269;HemisFair Arena;351.95;0
85-86;San Antonio Spurs*;82;241.5;43.9;86.6;50.6;0.6;2.4;23.5;43.3;84.2;51.4;23.0;30.8;74.6;13.0;29.4;42.5;27.6;9.8;4.8;19.8;25.8;111.2;13;27.8;0.426829268;0.573170732;0.43902439;0.56097561;-1.85;-0.20;106.5;108.2;103.8;355;28;55.5;50.9;16.5;31.7;265;49.9;15.2;67.6;260;HemisFair Arena;336.369;0
87-88;San Antonio Spurs*;82;241.5;45.2;92.2;49;1.6;5.0;32.3;43.6;87.2;50;21.6;29.4;73.3;14.4;28.5;42.9;28.6;9.0;5.7;17.3;24.3;113.6;19;26.2;0.37804878;0.62195122;0.353658537;0.646341463;-4.88;-0.14;108.2;112.8;104.4;319;55;54;49.9;14.1;32.0;234;51.2;14.0;64.4;242;HemisFair Arena;334.354;0
80-81;San Diego Clippers;82;240.6;42.4;88.8;47.7;1.6;5.0;32.4;40.8;83.9;48.6;20.1;27.4;73.5;14.3;26.1;40.4;25.6;9.3;3.6;17.2;25.3;106.5;16;27.6;0.43902439;0.56097561;0.451219512;0.548780488;-1.59;-0.20;106.0;107.6;100.2;308;56;52.8;48.6;14.5;33.0;227;50.7;16.2;66.3;262;San Diego Sports Arena;257.597;0
79-80;San Diego Clippers;82;240.9;43.0;91.4;47;2.2;6.6;32.6;40.8;84.8;48.2;19.5;26.4;73.6;15.8;28.1;43.9;20.6;8.1;3.5;17.6;23.1;107.6;18;27.6;0.426829268;0.573170732;0.365853659;0.634146341;-4.15;0.18;105.7;109.8;101.4;289;72;52.2;48.2;14.6;34.2;213;50.3;14.2;65.4;215;San Diego Sports Arena;;0
83-84;San Diego Clippers;82;240.6;44.3;89.3;49.6;0.3;1.6;18.8;44.0;87.8;50.2;21.8;29.6;73.6;15.9;29.0;45.0;24.2;6.9;4.7;18.5;24.6;110.7;19;25.5;0.365853659;0.634146341;0.402439024;0.597560976;-3.26;0.04;109.2;112.4;101.1;331;17;54.1;49.8;15.3;37.7;244;51.3;12.9;68.2;236;San Diego Sports Arena;218.534;0
82-83;San Diego Clippers;82;241.8;44.2;93.1;47.5;0.8;3.2;24.4;43.4;89.9;48.3;19.4;26.8;72.4;17.0;25.7;42.7;25.5;10.0;5.0;19.5;27.9;108.6;20;24.8;0.304878049;0.695121951;0.353658537;0.646341463;-4.83;0.22;104.7;109.3;103.0;288;34;51.8;47.9;15.7;37.1;208;53.1;17.6;65.8;284;San Diego Sports Arena;195.883;0
81-82;San Diego Clippers;82;240.9;43.3;86.6;50;1.2;4.1;29.3;42.1;82.5;51.1;20.6;28.5;72.3;13.8;26.8;40.6;22.9;7.8;3.6;19.1;28.7;108.5;22;25.4;0.207317073;0.792682927;0.280487805;0.719512195;-7.39;0.34;106.6;113.8;101.4;330;48;54.7;50.7;16.2;33.2;238;52.9;13.9;68.0;280;San Diego Sports Arena;225.036;0
00-01;Seattle SuperSonics;82;241.5;36.9;81.1;45.6;5.7;14.3;39.9;31.3;66.8;46.8;17.7;24.2;73.2;12.2;29.5;41.7;21.9;8.0;5.0;15.3;21.1;97.3;17;27.9;0.536585366;0.463414634;0.5;0.5;0.02;0.52;105.6;105.6;91.6;299;176;53;49.1;14.3;29.1;219;48.8;13.9;69.8;199;KeyArena at Seattle Center;640.847;0
98-99;Seattle SuperSonics;50;242.0;35.1;79.5;44.2;6.2;18.0;34.4;28.9;61.5;47;18.4;27.1;68.1;13.5;28.4;42.0;21.7;7.9;4.0;15.3;20.9;94.9;18;31.2;0.5;0.5;0.46;0.54;-1.08;-0.35;105.0;106.2;89.6;341;226;51.9;48.1;14.3;31.9;232;48.9;14.1;68.6;213;KeyArena at Seattle Center;426.8;0
89-90;Seattle SuperSonics;82;242.7;42.3;88.3;47.9;2.8;7.9;35.5;39.5;80.4;49.1;19.6;26.4;74.1;16.1;27.5;43.6;22.9;8.5;4.1;16.3;25.2;106.9;13;25.6;0.5;0.5;0.536585366;0.463414634;01.04;0.36;110.9;109.8;95.3;299;90;53.5;49.4;14.0;37.5;222;49.9;14.3;69.1;297;Seattle Center Coliseum;473.277;0
02-03;Seattle SuperSonics;82;242.1;35.2;80.5;43.7;5.6;15.7;35.3;29.6;64.7;45.8;16.2;21.7;74.4;11.7;29.1;40.8;21.6;8.3;3.6;13.2;20.9;92.1;17;26.9;0.487804878;0.512195122;0.5;0.5;-0.12;0.49;103.7;103.9;88.0;270;196;51.2;47.2;12.8;28.1;201;48.4;14.3;71.8;210;KeyArena at Seattle Center;637.194;0
03-04;Seattle SuperSonics;82;241.5;35.8;80.4;44.6;8.8;23.6;37.3;27.0;56.8;47.6;16.6;21.7;76.5;11.1;28.3;39.3;21.7;8.1;4.7;14.5;21.8;97.1;15;26.0;0.451219512;0.548780488;0.475609756;0.524390244;-0.63;0.66;107.3;108.0;89.9;270;294;54;50.1;13.9;27.2;207;48.7;13.9;68.5;237;KeyArena at Seattle Center;625.474;0
05-06;Seattle SuperSonics;82;241.8;37.5;81.8;45.9;7.4;19.9;37.1;30.1;62.0;48.7;20.1;25.7;78.5;12.4;27.2;39.6;20.7;7.6;3.7;14.7;23.6;102.6;26;25.6;0.426829268;0.573170732;0.402439024;0.597560976;-3.02;0.15;111.1;114.4;91.6;314;243;55.1;50.4;13.7;30.4;246;52.7;13.6;69.0;260;KeyArena at Seattle Center;664.157;0
80-81;Seattle SuperSonics;82;241.2;40.8;87.1;46.8;0.4;1.4;27.4;40.4;85.7;47.1;22.1;29.0;76.3;14.2;29.7;43.9;23.7;7.7;5.3;18.6;24.2;104.0;17;26.8;0.414634146;0.585365854;0.451219512;0.548780488;-1.65;-0.20;103.2;104.8;100.3;333;16;52.1;47;15.7;33.1;254;46.8;13.8;66.1;232;King County Domed Stadium;675.097;0
06-07;Seattle SuperSonics;82;241.8;37.2;80.8;46;6.4;17.7;36.2;30.8;63.1;48.7;18.4;23.3;79.1;11.3;28.3;39.6;20.7;7.7;3.7;15.5;22.0;99.1;21;25.9;0.37804878;0.62195122;0.402439024;0.597560976;-2.89;0.45;107.2;110.3;91.8;288;219;54.4;49.9;14.5;27.8;228;51.5;14.1;70.9;243;KeyArena at Seattle Center;654.163;0
84-85;Seattle SuperSonics;82;240.3;40.0;84.3;47.4;0.5;2.3;24.3;39.4;82.0;48.1;21.7;28.1;77.1;12.4;27.9;40.3;26.6;7.9;4.2;18.2;24.1;102.1;21;26.4;0.37804878;0.62195122;0.329268293;0.670731707;-5.44;0.00;102.8;108.2;99.3;334;27;52.9;47.7;15.9;30.0;257;49.8;14.6;67.3;238;King County Domed Stadium;303.344;0
85-86;Seattle SuperSonics;82;243.0;40.7;86.1;47.2;1.0;3.7;26.3;39.7;82.4;48.2;22.1;28.4;77.9;14.0;27.5;41.5;24.1;9.1;3.6;17.5;26.4;104.4;11;26.6;0.37804878;0.62195122;0.5;0.5;-0.10;-0.37;105.9;106.0;97.4;330;42;53;47.8;15.1;33.2;257;49.2;15.7;68.7;282;Seattle Center Coliseum;329.296;0
07-08;Seattle SuperSonics;82;241.8;38.1;85.8;44.4;3.8;11.5;33.3;34.3;74.3;46.2;17.5;22.8;77;11.8;32.8;44.6;21.3;6.5;4.9;16.0;20.5;97.5;29;25.4;0.243902439;0.756097561;0.231707317;0.768292683;-8.76;0.72;100.5;109.5;96.3;265;134;50.9;46.7;14.3;26.8;204;50.3;11.9;73.7;215;KeyArena at Seattle Center;547.556;0
95-96;Seattle SuperSonics*;82;242.4;37.5;78.1;48;7.1;19.5;36.4;30.4;58.6;51.9;22.5;29.6;76;11.6;29.9;41.5;24.4;10.8;4.8;17.6;24.0;104.5;2;29.6;0.780487805;0.219512195;0.743902439;0.256097561;7.79;-0.40;110.3;102.1;93.8;379;249;57.4;52.6;16.2;29.7;288;47.9;16.7;69.5;252;KeyArena at Seattle Center;697.301;0
93-94;Seattle SuperSonics*;82;240.6;40.7;84.2;48.4;3.0;8.8;33.5;37.8;75.4;50.1;21.6;29.0;74.5;14.0;27.2;41.2;25.8;12.8;4.5;15.4;23.3;105.9;1;28.1;0.768292683;0.231707317;0.780487805;0.219512195;09.09;-0.41;111.1;101.5;95.1;344;105;54.7;50.1;13.7;34.4;256;47.9;18.2;67.3;272;Seattle Center Coliseum;601.369;0
97-98;Seattle SuperSonics*;82;240.9;37.2;78.8;47.3;7.6;19.1;39.6;29.6;59.6;49.7;18.5;25.7;72.1;11.4;27.1;38.5;24.2;9.8;4.6;14.0;22.1;100.6;2;31.1;0.743902439;0.256097561;0.743902439;0.256097561;7.17;-0.84;111.6;103.6;89.8;327;243;55.8;52.1;13.4;28.7;236;47.8;15.9;66.1;223;KeyArena at Seattle Center;699.952;0
94-95;Seattle SuperSonics*;82;241.8;40.4;82.2;49.1;6.0;15.9;37.6;34.4;66.3;51.9;23.7;31.3;75.8;13.0;28.5;41.5;25.8;11.2;4.8;15.8;25.2;110.4;2;28.7;0.695121951;0.304878049;0.743902439;0.256097561;8.18;-0.27;114.8;106.3;95.5;380;194;57.5;52.7;14.1;32.6;288;49.2;16.1;68.7;278;Tacoma Dome;633.604;0
96-97;Seattle SuperSonics*;82;241.2;36.5;78.2;46.7;6.8;19.3;35.3;29.7;58.9;50.4;21.0;28.0;75.2;12.3;27.7;40.0;23.5;11.0;4.7;15.0;22.0;100.9;3;30.0;0.695121951;0.304878049;0.756097561;0.243902439;7.68;-0.77;111.2;102.7;90.3;358;247;55.7;51;14.2;30.9;269;49;17.7;69.1;242;KeyArena at Seattle Center;699.952;0
79-80;Seattle SuperSonics*;82;241.8;43.3;92.3;47;0.7;2.3;31.2;42.6;90.0;47.4;21.1;27.5;76.8;16.8;31.1;47.9;24.9;9.1;5.2;18.2;22.7;108.5;3;27.0;0.682926829;0.317073171;0.646341463;0.353658537;4.66;-0.42;105.8;101.2;101.8;298;25;52;47.4;14.9;36.4;229;46.3;15.4;67.9;221;King County Domed Stadium;;0
92-93;Seattle SuperSonics*;82;241.2;42.4;87.1;48.6;2.7;7.4;35.7;39.7;79.6;49.8;21.0;27.5;76.1;14.9;27.5;42.4;23.2;11.5;5.0;15.5;24.0;108.3;1;27.7;0.670731707;0.329268293;0.719512195;0.280487805;07.07;-0.42;112.3;104.9;96.0;316;85;54.6;50.2;13.5;35.5;241;48.9;16.4;67.7;260;Seattle Center Coliseum;646.589;0
04-05;Seattle SuperSonics*;82;240.9;35.1;79.2;44.4;8.1;22.2;36.5;27.0;57.0;47.4;20.5;26.0;79;12.7;28.2;40.9;18.1;6.7;4.1;13.6;23.7;98.9;7;26.0;0.634146341;0.365853659;0.585365854;0.414634146;2.29;0.30;112.2;109.6;87.9;328;281;54.6;49.5;13.0;32.4;259;49.6;12.9;71.3;249;KeyArena at Seattle Center;675.49;0
81-82;Seattle SuperSonics*;82;241.8;42.7;87.5;48.8;0.5;1.9;24.8;42.3;85.7;49.4;21.3;28.8;74;13.5;31.0;44.5;25.6;8.4;5.6;16.5;25.1;107.3;5;26.4;0.634146341;0.365853659;0.634146341;0.365853659;4.13;-0.45;106.4;102.3;100.0;329;21;53.5;49.1;14.1;31.3;243;46.4;14.4;67.2;214;King County Domed Stadium;721.049;0
82-83;Seattle SuperSonics*;82;241.5;43.9;88.7;49.4;0.4;1.7;21;43.5;87.1;50;21.9;30.0;73;14.0;31.3;45.4;27.8;8.3;5.3;18.7;24.0;110.0;7;27.4;0.585365854;0.414634146;0.597560976;0.402439024;3.21;-0.33;105.9;102.8;103.2;338;19;53.9;49.6;15.5;32.5;247;46.4;14.3;66.2;210;King County Domed Stadium;539.622;0
88-89;Seattle SuperSonics*;82;241.2;43.5;91.2;47.7;3.6;9.4;37.9;39.9;81.8;48.8;21.6;29.0;74.6;17.0;27.3;44.3;25.4;10.5;6.0;17.1;24.7;112.1;9;26.3;0.573170732;0.426829268;0.585365854;0.414634146;2.90;-0.46;111.5;108.6;100.1;318;104;53.9;49.6;14.1;38.3;237;49.8;16.0;65.3;271;Seattle Center Coliseum;456.765;0
91-92;Seattle SuperSonics*;82;242.1;41.2;86.9;47.4;2.5;7.9;31.7;38.7;79.0;49;21.6;27.6;78.3;15.6;27.5;43.2;22.9;9.5;5.5;16.1;23.8;106.5;11;27.3;0.573170732;0.426829268;0.56097561;0.43902439;1.88;-0.02;110.7;108.8;95.4;317;91;53.8;48.9;14.0;36.5;249;49.1;14.2;66.8;269;Seattle Center Coliseum;588.928;0
01-02;Seattle SuperSonics*;82;241.8;38.2;81.5;46.9;6.0;15.8;37.8;32.2;65.7;49;15.4;20.4;75.5;11.8;28.5;40.3;23.5;8.5;4.4;13.7;21.1;97.7;8;26.9;0.548780488;0.451219512;0.609756098;0.390243902;03.02;0.22;108.9;105.6;89.0;250;193;54;50.5;13.2;29.4;189;48.5;14.5;68.1;206;KeyArena at Seattle Center;633.516;0
99-00;Seattle SuperSonics*;82;241.2;37.9;84.7;44.7;6.7;19.6;33.9;31.2;65.1;48;16.6;23.9;69.5;12.7;30.3;43.0;22.9;8.0;4.2;14.0;21.7;99.1;14;28.5;0.548780488;0.451219512;0.536585366;0.463414634;0.95;0.22;105.6;104.6;93.4;282;232;52;48.7;12.9;28.5;196;48.3;14.0;69.6;193;KeyArena at Seattle Center;615.73;0
87-88;Seattle SuperSonics*;82;242.1;43.2;90.8;47.6;2.7;7.8;34.6;40.5;83.0;48.8;22.3;29.8;74.8;16.0;28.2;44.2;26.2;9.5;5.5;16.8;29.0;111.4;10;25.6;0.536585366;0.463414634;0.56097561;0.43902439;02.06;-0.77;110.2;108.1;100.2;328;86;53.6;49.1;13.9;36.3;245;49.5;15.9;67.2;330;Seattle Center Coliseum;475.983;0
83-84;Seattle SuperSonics*;82;241.2;42.2;86.4;48.8;0.3;1.7;19.3;41.9;84.7;49.4;23.4;30.0;78;13.0;28.4;41.4;27.2;7.8;4.3;16.6;23.0;108.1;12;27.1;0.512195122;0.487804878;0.5;0.5;-0.17;-0.17;107.9;108.1;99.7;347;20;54.3;49;14.3;30.7;271;49.2;13.8;66.6;226;King County Domed Stadium;425.307;0
90-91;Seattle SuperSonics*;82;242.4;42.7;86.8;49.2;1.7;5.2;31.9;41.0;81.6;50.3;19.6;26.1;75;14.9;26.5;41.4;24.9;10.5;4.6;17.1;24.1;106.6;12;26.2;0.5;0.5;0.536585366;0.463414634;1.23;0.08;109.7;108.5;96.2;301;60;54.2;50.1;14.8;36.3;226;50.3;16.0;66.3;277;Seattle Center Coliseum;501.25;0
86-87;Seattle SuperSonics*;82;242.1;43.8;90.9;48.2;2.3;7.0;33.5;41.5;83.9;49.4;23.8;31.4;75.8;16.7;29.2;46.0;26.6;8.6;5.5;18.4;27.1;113.7;11;26.1;0.475609756;0.524390244;0.512195122;0.487804878;0.46;-0.39;110.7;110.3;101.8;345;77;54.3;49.5;15.0;37.6;261;48.6;13.5;66.0;296;Seattle Center Coliseum;356.352;0
21-22;Toronto Raptors;82;242.1;40.6;91.3;44.5;11.9;34.2;34.9;28.7;57.1;50.3;16.2;21.3;75.9;13.4;32;45.3;22.1;9;4.6;12.5;19.6;109.4;12;24.8;0.585365854;0.414634146;0.573170732;0.426829268;2.29;0.08;112.9;110.5;96;234;375;54.3;51;11;28.4;177;53.5;14.4;75.6;199;Scotiabank Arena;547,343;0
09-10;Toronto Raptors;82;241.2;39.0;80.9;48.2;6.3;17.0;37.1;32.7;63.8;51.2;19.7;25.8;76.4;9.8;30.6;40.4;22.0;5.7;4.7;13.4;22.2;104.1;19;25.2;0.487804878;0.512195122;0.43902439;0.56097561;-1.78;-0.05;111.3;113.2;93.1;319;211;56.4;52.1;12.7;24.7;244;51.3;11.8;72.9;247;Air Canada Centre;733.784;0
98-99;Toronto Raptors;50;241.5;33.2;78.8;42.1;4.5;13.2;34.1;28.7;65.6;43.7;20.2;26.6;76;14.2;28.9;43.2;20.7;8.8;6.4;16.0;22.8;91.1;19;27.3;0.46;0.54;0.44;0.56;-1.64;0.33;102.0;103.9;88.8;338;168;50.4;45;15.0;33.8;257;47.3;14.8;70.2;258;Air Canada Centre;439.19;0
12-13;Toronto Raptors;82;243.7;36.3;81.5;44.6;7.0;20.3;34.3;29.4;61.2;48;17.6;22.3;78.8;10.6;29.6;40.2;21.5;7.3;4.8;13.7;22.4;97.2;19;25.4;0.414634146;0.585365854;0.451219512;0.548780488;-1.48;-0.48;105.9;107.5;90.4;274;249;53.2;48.8;13.0;25.5;216;50;13.6;73.4;247;Air Canada Centre;743.936;0
03-04;Toronto Raptors;82;243.7;32.4;77.4;41.8;5.6;15.8;35.6;26.7;61.6;43.4;15.1;20.1;75;10.1;29.5;39.6;19.2;7.4;4.9;14.2;21.3;85.4;23;27.6;0.402439024;0.597560976;0.37804878;0.62195122;-3.01;-0.40;97.0;100.4;86.8;260;204;49.5;45.4;14.1;23.8;195;44.9;14.1;70.1;241;Air Canada Centre;750.608;0
04-05;Toronto Raptors;82;241.5;36.0;81.2;44.4;7.9;20.5;38.5;28.1;60.7;46.3;19.8;25.6;77.4;10.3;29.8;40.1;20.4;7.6;3.9;13.3;22.9;99.7;20;27.0;0.402439024;0.597560976;0.43902439;0.56097561;-1.62;-0.19;106.9;108.7;92.7;316;253;53.9;49.2;12.5;23.7;244;49.9;13.4;71.1;240;Air Canada Centre;703.388;0
08-09;Toronto Raptors;82;241.5;37.2;81.4;45.8;5.8;15.7;37.2;31.4;65.7;47.8;18.7;22.7;82.4;9.8;30.6;40.4;22.4;6.4;4.8;13.4;19.4;99.0;23;27.0;0.402439024;0.597560976;0.402439024;0.597560976;-2.82;0.28;107.0;110.0;92.0;279;193;54.2;49.4;12.8;24.0;230;51.1;12.6;73.7;202;Air Canada Centre;769.707;0
20-21;Toronto Raptors;72;240.3;39.7;88.7;44.8;14.5;39.3;36.8;25.3;49.3;51.2;17.4;21.3;81.5;9.4;32.1;41.6;24.1;8.6;5.4;13.2;21.2;111.3;19;26.6;0.375;0.625;0.486111111;0.513888889;-0.47;-0.07;112.0;112.5;99.2;241;444;56.7;52.9;11.9;20.8;196;54.3;14.4;76.3;234;Amalie Arena;26.024;0
96-97;Toronto Raptors;82;241.8;35.3;80.9;43.7;7.2;19.8;36.3;28.1;61.1;46.1;17.6;24.5;72;13.8;27.5;41.3;20.9;8.8;6.3;16.4;23.0;95.5;20;25.1;0.365853659;0.634146341;0.390243902;0.609756098;-3.12;0.57;104.6;108.0;90.6;303;245;52.1;48.1;15.2;32.5;218;50.4;15.3;68.6;258;SkyDome;744.55;0
11-12;Toronto Raptors;66;241.9;34.4;78.1;44;5.5;16.3;34;28.8;61.8;46.7;16.4;21.4;77;10.6;31.4;42.0;20.9;6.5;4.9;15.2;23.2;90.7;23;25.7;0.348484848;0.651515152;0.378787879;0.621212121;-3.30;-0.36;100.8;104.5;89.3;274;209;51.8;47.5;14.8;25.9;211;47.5;12.8;75.4;260;Air Canada Centre;555.584;0
05-06;Toronto Raptors;82;243.4;36.7;81.0;45.4;7.4;19.8;37.5;29.3;61.2;47.9;20.2;25.5;79.1;10.5;27.9;38.5;19.4;6.5;3.3;13.1;24.0;101.1;25;25.9;0.329268293;0.670731707;0.402439024;0.597560976;-2.99;-0.04;109.5;112.7;91.1;315;244;54.8;50;12.4;25.4;249;53;13.5;73.3;263;Air Canada Centre;699.332;0
02-03;Toronto Raptors;82;241.5;34.7;81.3;42.7;5.0;14.5;34.3;29.7;66.7;44.6;16.5;22.9;71.8;12.5;28.7;41.2;19.3;7.4;4.8;14.4;21.5;90.9;27;27.6;0.292682927;0.707317073;0.292682927;0.707317073;-5.87;-0.23;100.5;107.0;89.9;282;179;49.7;45.8;13.6;28.2;203;48.9;13.1;70.7;226;Air Canada Centre;777.507;0
10-11;Toronto Raptors;82;241.2;38.3;82.4;46.5;4.2;13.3;31.6;34.1;69.1;49.4;18.2;24.1;75.5;11.7;28.6;40.3;21.9;7.1;4.3;14.7;22.0;99.1;27;24.5;0.268292683;0.731707317;0.292682927;0.707317073;-6.28;0.01;106.1;112.9;92.9;293;162;53.3;49.1;13.7;28.2;221;52.2;13.0;72.0;251;Air Canada Centre;680.255;0
